Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,IMDb_Link
Mahesh Dattani's Hasmukh Saab ki Wasihat,2015,82,Drama,6.3,36,Mahesh Dattani,Mohan Agashe,Seema Bhargava,Achint Kaur,https://www.imdb.com/find?q=Mahesh%20Dattani's%20Hasmukh%20Saab%20ki%20Wasihat
Mahua,1969,137,"Musical, Romance",6.2,12,Bibhuti Mitra,Shiv Kumar,Anjana Mumtaz,Prem Nath,https://www.imdb.com/find?q=Mahua
Mai,2013,105,"Drama, Family",6.7,92,Mahesh Kodiyal,Asha Bhosle,Kshitee Jog,Shivani Joshi,https://www.imdb.com/find?q=Mai
Mai Baap,1957,144,"Comedy, Drama",6.8,14,M. Sadiq,Balraj Sahni,Shyama,Raj Mehra,https://www.imdb.com/find?q=Mai%20Baap
Maidan-E-Jung,1995,155,"Action, Drama",4.3,530,K.C. Bokadia,Dharmendra,Akshay Kumar,Karisma Kapoor,https://www.imdb.com/find?q=Maidan-E-Jung
Main Aisa Hi Hoon,2005,162,"Drama, Family, Musical",4.8,1019,Harry Baweja,Ajay Devgn,Sushmita Sen,Esha Deol,https://www.imdb.com/find?q=Main%20Aisa%20Hi%20Hoon
Main Aur Charles,2015,119,"Action, Biography, Crime",6.3,1588,Prawaal Raman,Adil Hussain,Alexx O'Nell,Anastasia Fullfina,https://www.imdb.com/find?q=Main%20Aur%20Charles
Main Aur Mera Hathi,1981,136,"Action, Drama",6.6,34,R. Thyagaraajan,Mithun Chakraborty,Poonam Dhillon,Suresh Oberoi,https://www.imdb.com/find?q=Main%20Aur%20Mera%20Hathi
Main Aur Mr. Riight,2014,130,"Comedy, Romance",5.2,347,Adeeb Rais,Barun Sobti,Shenaz Treasury,Kavi Shastri,https://www.imdb.com/find?q=Main%20Aur%20Mr.%20Riight
Main Awara Hoon,1983,148,"Drama, Family",5.2,38,Ashim S. Samanta,Sanjay Dutt,Raj Babbar,Jaya Prada,https://www.imdb.com/find?q=Main%20Awara%20Hoon
Main Azaad Hoon,1989,160,Drama,7.2,699,Tinnu Anand,Amitabh Bachchan,Shabana Azmi,B.M. Shah,https://www.imdb.com/find?q=Main%20Azaad%20Hoon
Main Balwaan,1986,130,Drama,5.8,43,Mukul Anand,Dharmendra,Mithun Chakraborty,Meenakshi Sheshadri,https://www.imdb.com/find?q=Main%20Balwaan
Main Chup Rahungi,1962,147,"Drama, Family",7.4,48,A. Bhimsingh,Sunil Dutt,Meena Kumari,Raj Mehra,https://www.imdb.com/find?q=Main%20Chup%20Rahungi
Main Hoon Na,2004,179,"Action, Comedy, Drama",7.0,33177,Farah Khan,Shah Rukh Khan,Sushmita Sen,Sunil Shetty,https://www.imdb.com/find?q=Main%20Hoon%20Na
Main Hoon Rajinikanth,2015,127,Comedy,7.3,35,Faisal Saif,Smita Gondkar,Shakti Kapoor,Sameer Khan,https://www.imdb.com/find?q=Main%20Hoon%20Rajinikanth
Main Khiladi Tu Anari,1994,175,"Action, Comedy",6.5,5725,Sameer Malkan,Akshay Kumar,Saif Ali Khan,Shilpa Shetty Kundra,https://www.imdb.com/find?q=Main%20Khiladi%20Tu%20Anari
Main Krishna Hoon,2013,134,"Animation, Family, Musical",5.3,185,Rajiv S. Ruia,Juhi Chawla,Paresh Ganatra,Namit Shah,https://www.imdb.com/find?q=Main%20Krishna%20Hoon
Main Mulayam Singh Yadav,2021,120,Biography,4.2,118,Suvendu Ghosh,Amyth Sethi,Govind Namdeo,Mukesh Tiwari,https://www.imdb.com/find?q=Main%20Mulayam%20Singh%20Yadav
Main Prem Ki Diwani Hoon,2003,197,"Comedy, Drama, Musical",4.0,4401,Sooraj R. Barjatya,Hrithik Roshan,Kareena Kapoor,Abhishek Bachchan,https://www.imdb.com/find?q=Main%20Prem%20Ki%20Diwani%20Hoon
Main Solah Baras Ki,1998,150,"Musical, Romance",4.5,40,Dev Anand,Dev Anand,Jas Arora,Shaista Usta,https://www.imdb.com/find?q=Main%20Solah%20Baras%20Ki
Main Sunder Hoon,1971,147,"Comedy, Drama, Romance",6.5,47,R. Krishnan,S. Panju,Mehmood,Biswajit Chatterjee,https://www.imdb.com/find?q=Main%20Sunder%20Hoon
Main Tera Hero,2014,128,"Action, Comedy, Romance",5.1,8139,David Dhawan,Varun Dhawan,Ileana D'Cruz,Nargis Fakhri,https://www.imdb.com/find?q=Main%20Tera%20Hero
Main Tere Pyaar Mein Pagal,1999,146,Comedy,4.7,7,K. Raghavendra Rao,Tanikella Bharani,Brahmanandam,J.D. Chakravarthi,https://www.imdb.com/find?q=Main%20Tere%20Pyaar%20Mein%20Pagal
Main Tulsi Tere Aangan Ki,1978,151,"Drama, Family",6.7,127,Raj Khosla,Nutan,Asha Parekh,Vijay Anand,https://www.imdb.com/find?q=Main%20Tulsi%20Tere%20Aangan%20Ki
Main Tumhare Bachche ki Maa Banne Waali Hoon,2017,45,Romance,6.8,101,Ashish Lal,Sadiya Azgar,Dhanraj Kadam,Ashish Lal,https://www.imdb.com/find?q=Main%20Tumhare%20Bachche%20ki%20Maa%20Banne%20Waali%20Hoon
Main Zaroor Aaunga,2019,100,"Horror, Thriller",4.1,47,Chandrakant Singh,Arbaaz Khan,Aindrita Ray,Vikas Verma,https://www.imdb.com/find?q=Main%20Zaroor%20Aaunga
Main Zinda Hoon,1988,120,Drama,7.8,51,Sudhir Mishra,Suresh Bhagwat,Rajendra Gupta,Ali Haider,https://www.imdb.com/find?q=Main%20Zinda%20Hoon
"Main, Meri Patni... Aur Woh!",2005,129,"Comedy, Drama, Romance",7.2,2185,Chandan Arora,Rajpal Yadav,Rituparna Sengupta,Naseeruddin Shah,"https://www.imdb.com/find?q=Main,%20Meri%20Patni...%20Aur%20Woh!"
Maine Dil Tujhko Diya,2002,154,"Action, Romance",3.7,1125,Sohail Khan,Sohail Khan,Sameera Reddy,Sanjay Dutt,https://www.imdb.com/find?q=Maine%20Dil%20Tujhko%20Diya
Maine Pyaar Kyun Kiya,2005,145,"Comedy, Drama, Romance",5.5,4840,David Dhawan,Salman Khan,Sushmita Sen,Katrina Kaif,https://www.imdb.com/find?q=Maine%20Pyaar%20Kyun%20Kiya
Majaal,1987,180,Drama,5.1,32,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani,https://www.imdb.com/find?q=Majaal
Majaz: Ae Gham-e-Dil Kya Karun,2017,178,Biography,5.4,5,Ravindra Singh,Priyanshu Chatterjee,Rashmi Mishra,Neelima Azim,https://www.imdb.com/find?q=Majaz:%20Ae%20Gham-e-Dil%20Kya%20Karun
Majboor Ladki,1991,127,Thriller,2.8,9,Ram Pahwa,Pankaj Dheer,Javed Khan,Alok Nath,https://www.imdb.com/find?q=Majboor%20Ladki
Majhli Didi,1967,136,Drama,7.7,85,Hrishikesh Mukherjee,Meena Kumari,Dharmendra,Lalita Pawar,https://www.imdb.com/find?q=Majhli%20Didi
Majjma,2021,106,Drama,8.1,24,Prabhat Sachdeva,Amit Bhardwaj,Gagansharmaknl,Nanda Yadav,https://www.imdb.com/find?q=Majjma
Major Saab,1998,165,"Action, Drama, Romance",5.3,2083,Tinnu Anand,Amitabh Bachchan,Ajay Devgn,Sonali Bendre,https://www.imdb.com/find?q=Major%20Saab
Majunu,2001,172,"Action, Drama, Romance",5.2,124,Ravichandran,Prashanth,Rinke Khanna,Raghuvaran,https://www.imdb.com/find?q=Majunu
Malaal,2019,136,"Action, Drama, Romance",6.0,850,Mangesh Hadawale,Meezaan Jafri,Sharmin Segal,Chinmayee Surve,https://www.imdb.com/find?q=Malaal
Malamaal Weekly,2006,137,Comedy,7.0,6120,Priyadarshan,Paresh Rawal,Om Puri,Riteish Deshmukh,https://www.imdb.com/find?q=Malamaal%20Weekly
Malang,2020,135,"Action, Crime, Drama",6.5,8972,Mohit Suri,Aditya Roy Kapoor,Anil Kapoor,Disha Patani,https://www.imdb.com/find?q=Malang
Malik Ek,2010,128,"Biography, Drama, History",6.6,23,Deepak Balraj Vij,Akanksha,Rana Jung Bahadur,Sudesh Berry,https://www.imdb.com/find?q=Malik%20Ek
Mammo,1994,130,Drama,7.7,406,Shyam Benegal,Farida Jalal,Surekha Sikri,Amit Phalke,https://www.imdb.com/find?q=Mammo
Mamta,1966,150,"Drama, Romance",6.8,116,Asit Sen,Ashok Kumar,Dharmendra,Suchitra Sen,https://www.imdb.com/find?q=Mamta
Man Ka Meet,1969,150,"Action, Thriller",5.7,21,Adurthi Subba Rao,Som Dutt,Leena Chandavarkar,Om Prakash,https://www.imdb.com/find?q=Man%20Ka%20Meet
Man Mandir,1971,142,"Drama, Family",5.2,32,Tapi Chanakya,Waheeda Rehman,Sanjeev Kumar,Sudesh Kumar,https://www.imdb.com/find?q=Man%20Mandir
Manasarovar,2004,90,Drama,6.9,80,Anup Kurian,Atul Kulkarni,Neha Dubey,Zafar Karachiwala,https://www.imdb.com/find?q=Manasarovar
Manavata,1972,120,"Drama, Romance",7.3,6,Tapi Chanakya,Sawroop Butta,Swarup Dutt,Radha Saluja,https://www.imdb.com/find?q=Manavata
Manchala,1999,137,Romance,5.2,5,Jayprakkash Shaw,Vivek Mushran,Gauri Khopkar,Rakesh Bedi,https://www.imdb.com/find?q=Manchala
Manchali,1973,131,"Comedy, Romance, Musical",6.5,129,Raja Nawathe,Sanjeev Kumar,Leena Chandavarkar,Nazima,https://www.imdb.com/find?q=Manchali
Mandi,1983,167,"Comedy, Drama",7.5,744,Shyam Benegal,Shabana Azmi,Smita Patil,Naseeruddin Shah,https://www.imdb.com/find?q=Mandi
Mangal Pandey,1983,136,"Action, Crime, Drama",5.9,29,Harmesh Malhotra,Ranjit Sood,Ajit,Harbans Darshan M. Arora,https://www.imdb.com/find?q=Mangal%20Pandey
Mangal Pandey: The Rising,2005,150,"Biography, Drama, History",6.6,9520,Ketan Mehta,Aamir Khan,Rani Mukerji,Toby Stephens,https://www.imdb.com/find?q=Mangal%20Pandey:%20The%20Rising
Mangalashtak Once More,2013,122,"Drama, Romance",6.2,105,Samir Joshi,Mukta Barve,Mangesh Borgaonkar,Hemant Dhome,https://www.imdb.com/find?q=Mangalashtak%20Once%20More
Mangalsutra,1981,121,"Horror, Thriller",6.5,48,Vijay B.,Rekha,Anant Nag,Prema Narayan,https://www.imdb.com/find?q=Mangalsutra
Manikanda,2007,121,"Action, Crime, Drama",3.6,38,Selva,Annapoorna,Madhan Bob,Vagai Chandrasekar,https://www.imdb.com/find?q=Manikanda
Manikarnika: The Queen of Jhansi,2019,148,"Action, Biography, Drama",6.4,10230,Radha Krishna Jagarlamudi,Kangana Ranaut,Kangana Ranaut,Danny Denzongpa,https://www.imdb.com/find?q=Manikarnika:%20The%20Queen%20of%20Jhansi
Manjhi: The Mountain Man,2015,120,"Adventure, Biography, Drama",8.0,18207,Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya,https://www.imdb.com/find?q=Manjhi:%20The%20Mountain%20Man
Manjunath,2014,130,"Biography, Drama",7.2,478,Sandeep A. Varma,Anjori Alagh,Karan Ashar,Aarun D. Baliean,https://www.imdb.com/find?q=Manjunath
Manmatha Leelai,1976,161,"Comedy, Drama, Romance",6.7,114,K. Balachander,Aalam,Hema Chaudhari,Kamal Haasan,https://www.imdb.com/find?q=Manmatha%20Leelai
Man-Mauji,1962,141,"Comedy, Musical",7.1,39,R. Krishnan,S. Panju,Kishore Kumar,Sadhana,https://www.imdb.com/find?q=Man-Mauji
Manokaamnaa,1980,110,"Drama, Romance",7.1,15,Kedar Kapoor,Urmila Bhatt,Shail Chaturvedi,Kalpana Iyer,https://www.imdb.com/find?q=Manokaamnaa
Manorama: Six Feet Under,2007,137,"Crime, Drama, Mystery",7.6,7563,Navdeep Singh,Abhay Deol,Gul Panag,Raima Sen,https://www.imdb.com/find?q=Manorama:%20Six%20Feet%20Under
Manoranjan,1974,158,"Comedy, Musical, Romance",6.8,214,Shammi Kapoor,Shammi Kapoor,Sanjeev Kumar,Zeenat Aman,https://www.imdb.com/find?q=Manoranjan
Manto,2018,112,"Biography, Drama",7.4,3929,Nandita Das,Nawazuddin Siddiqui,Rasika Dugal,Tahir Raj Bhasin,https://www.imdb.com/find?q=Manto
Mantostaan,2017,92,"Drama, History",6.0,89,Rahat Kazmi,Bhanu Pratap Singh,Sonal Sehgal,Shoib Shah,https://www.imdb.com/find?q=Mantostaan
Manzil,1960,120,"Drama, Romance",6.0,65,Mandi Burman,Dev Anand,Nutan,K.N. Singh,https://www.imdb.com/find?q=Manzil
Manzil,1979,113,"Drama, Romance, Family",6.9,289,Basu Chatterjee,Amitabh Bachchan,Moushumi Chatterjee,Rakesh Pandey,https://www.imdb.com/find?q=Manzil
Manzilein Aur Bhi Hain,1974,112,Drama,4.2,16,Mahesh Bhatt,Gulshan Arora,Kabir Bedi,Mukesh Bhatt,https://www.imdb.com/find?q=Manzilein%20Aur%20Bhi%20Hain
Maqbool,2003,132,"Crime, Drama, Thriller",8.1,10024,Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur,https://www.imdb.com/find?q=Maqbool
Maqsad,1984,166,"Action, Crime",5.9,83,K. Bapaiah,Rajesh Khanna,Jeetendra,Jaya Prada,https://www.imdb.com/find?q=Maqsad
Mard,1985,177,"Action, Drama, Romance",6.2,1604,Manmohan Desai,Amitabh Bachchan,Amrita Singh,Nirupa Roy,https://www.imdb.com/find?q=Mard
Mard,1998,135,Action,4.2,31,Ganpati Bohra,Mithun Chakraborty,Ravali,Kader Khan,https://www.imdb.com/find?q=Mard
Mard Ko Dard Nahin Hota,2018,134,"Action, Comedy",7.4,6647,Vasan Bala,Abhimanyu Dasani,Radhika Madan,Mahesh Manjrekar,https://www.imdb.com/find?q=Mard%20Ko%20Dard%20Nahin%20Hota
Mardaani,2014,113,"Action, Crime, Drama",7.3,11913,Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma,https://www.imdb.com/find?q=Mardaani
Mardaani 2,2019,103,"Action, Crime, Drama",7.4,8198,Gopi Puthran,Sunny Hinduja,Rani Mukerji,Rajesh Sharma,https://www.imdb.com/find?q=Mardaani%202
Margarita with a Straw,2014,100,Drama,7.2,3565,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathi,https://www.imdb.com/find?q=Margarita%20with%20a%20Straw
Marigold,2007,110,"Comedy, Music, Romance",4.8,1890,Willard Carroll,Salman Khan,Ali Larter,Nandana Sen,https://www.imdb.com/find?q=Marigold
Marine Drive,1955,132,"Action, Crime, Drama",6.4,16,G.P. Sippy,Bina Rai,Ajit,K.N. Singh,https://www.imdb.com/find?q=Marine%20Drive
Marjaavaan,2019,152,"Action, Drama, Romance",3.6,3146,Milap Zaveri,Riteish Deshmukh,Sidharth Malhotra,Tara Sutaria,https://www.imdb.com/find?q=Marjaavaan
Market,2003,160,"Drama, Musical",3.5,132,Jayprakkash Shaw,Manisha Koirala,Suman Ranganath,Aryan Vaid,https://www.imdb.com/find?q=Market
Marne Bhi Do Yaaron,2019,130,Comedy,4.9,73,Kashmira Shah,Krishna Abhishek,Kashmira Shah,Rishaab Chauhaan,https://www.imdb.com/find?q=Marne%20Bhi%20Do%20Yaaron
Maroon,2017,94,Thriller,5.1,291,Pulkit,Devyani Cm,Manav Kaul,Saurabh Sachdeva,https://www.imdb.com/find?q=Maroon
Marshal,2002,109,Action,5.4,17,Manish R. Khandelwal,Ishrat Ali,Liyaqat Bari,Mithun Chakraborty,https://www.imdb.com/find?q=Marshal
Marte Dam Tak,1987,155,"Action, Drama",4.9,108,Mehul Kumar,Raaj Kumar,Govinda,Farha Naaz,https://www.imdb.com/find?q=Marte%20Dam%20Tak
Marudhar Express,2019,106,"Drama, Romance",6.1,554,Vishal Mishra,Kunaal Roy Kapur,Tara-Alisha Berry,Rajesh Sharma,https://www.imdb.com/find?q=Marudhar%20Express
Mary Kom,2014,122,"Action, Biography, Drama",6.8,10089,Omung Kumar,Priyanka Chopra Jonas,Sunil Thapa,Robin Das,https://www.imdb.com/find?q=Mary%20Kom
Maryada,1971,154,"Family, Romance",7.1,61,Aravind Sen,Rajesh Khanna,Raaj Kumar,Mala Sinha,https://www.imdb.com/find?q=Maryada
Masaan,2015,109,Drama,8.2,24900,Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal,https://www.imdb.com/find?q=Masaan
Masala Chai,2017,80,Documentary,8.2,27,Marco H�lser,Mohammad Chacha,Gouri Mahato,Subodh Pramod,https://www.imdb.com/find?q=Masala%20Chai
Masala Republic,2014,135,"Comedy, Thriller",5.2,105,Visakh G S,Indrajith Sukumaran,Soubin Shahir,Vinay Forrt,https://www.imdb.com/find?q=Masala%20Republic
Maseeha,2002,117,"Action, Crime, Drama",4.1,74,Partho Ghosh,Sunil Shetty,Namrata Shirodkar,Inder Kumar,https://www.imdb.com/find?q=Maseeha
Mashaal,1950,136,Drama,6.2,5,Nitin Bose,Ashok Kumar,Sumitra Devi,Ruma Guha Thakurta,https://www.imdb.com/find?q=Mashaal
Mashaal,1984,162,"Action, Drama, Family",7.3,655,Yash Chopra,Anil Kapoor,Dilip Kumar,Waheeda Rehman,https://www.imdb.com/find?q=Mashaal
Mashooka,2005,107,"Drama, Musical, Romance",5.3,30,Afzal Ahmad,Aditya Bal,Meghna Naidu,Vidya Malvade,https://www.imdb.com/find?q=Mashooka
Maska,2020,111,"Comedy, Drama, Romance",5.8,1317,Neeraj Udhwani,Prit Kamani,Manisha Koirala,Shirley Setia,https://www.imdb.com/find?q=Maska
Maska,2009,156,"Action, Comedy, Drama",5.2,284,Gopal B.,Ram Pothineni,Hansika Motwani,Sheela Kaur,https://www.imdb.com/find?q=Maska
Masoom,1983,165,Drama,8.4,3771,Shekhar Kapur,Naseeruddin Shah,Shabana Azmi,Jugal Hansraj,https://www.imdb.com/find?q=Masoom
Masoom,1996,130,"Action, Comedy, Thriller",5.8,95,Mahesh Kothare,Tinnu Anand,Sulabha Arya,Arun Bakshi,https://www.imdb.com/find?q=Masoom
Massey Sahib,1986,118,Drama,7.2,105,Pradip Krishen,Raghuvir Yadav,Barry John,Arundhati Roy,https://www.imdb.com/find?q=Massey%20Sahib
Mast,1999,153,"Comedy, Musical, Romance",5.4,903,Ram Gopal Varma,Aftab Shivdasani,Urmila Matondkar,Dalip Tahil,https://www.imdb.com/find?q=Mast
Mast Kalandar,1991,143,"Action, Drama, Thriller",5.2,44,Rahul Rawail,Dharmendra,Dimple Kapadia,Shammi Kapoor,https://www.imdb.com/find?q=Mast%20Kalandar
Mastana,1970,151,"Drama, Comedy, Family",6.8,51,Adurthi Subba Rao,Mehmood,Padmini,Bharathi,https://www.imdb.com/find?q=Mastana
Master,2001,152,Action,4.8,24,Suneil Anand,Suneil Anand,Ting Leung,Sadashiv Amrapurkar,https://www.imdb.com/find?q=Master
Masterji,1985,178,"Comedy, Drama, Romance",6.5,95,K. Raghavendra Rao,Rajesh Khanna,Sridevi,Anita Raj,https://www.imdb.com/find?q=Masterji
Masti,2004,166,"Comedy, Crime, Mystery",6.2,6068,Indra Kumar,Aftab Shivdasani,Vivek Oberoi,Riteish Deshmukh,https://www.imdb.com/find?q=Masti
Masti Express,2011,103,"Adventure, Comedy, Drama",5.1,91,Vikram Pradhan,Rajpal Yadav,Johnny Lever,Divya Dutta,https://www.imdb.com/find?q=Masti%20Express
MASTI NAHI SASTI,2017,96,Comedy,3.3,6,Prem Chopra,Jagdeep,Shakti Kapoor,Kader Khan,https://www.imdb.com/find?q=MASTI%20NAHI%20SASTI
Mastizaade,2016,119,Comedy,2.4,2622,Milap Zaveri,Tusshar Kapoor,Vir Das,Sunny Leone,https://www.imdb.com/find?q=Mastizaade
Mastram,2013,98,"Biography, Drama",4.8,514,Akhilesh Jaiswal,Dhwani Gautam,Rahul Bagga,Tara-Alisha Berry,https://www.imdb.com/find?q=Mastram
Mati Manas,1985,92,"Documentary, Drama",7.7,42,Mani Kaul,Robin Das,Anita Kanwar,Ashok Sharma,https://www.imdb.com/find?q=Mati%20Manas
Matru ki Bijlee ka Mandola,2013,151,"Comedy, Drama",5.6,6035,Vishal Bhardwaj,Pankaj Kapur,Imran Khan,Anushka Sharma,https://www.imdb.com/find?q=Matru%20ki%20Bijlee%20ka%20Mandola
Matrubhoomi: A Nation Without Women,2003,99,Drama,7.7,2042,Manish Jha,Tulip Joshi,Sudhir Pandey,Sushant Singh,https://www.imdb.com/find?q=Matrubhoomi:%20A%20Nation%20Without%20Women
Mausam,1975,156,"Musical, Romance",8.1,868,Gulzar,Sanjeev Kumar,Sharmila Tagore,Om Shivpuri,https://www.imdb.com/find?q=Mausam
Mausam,2011,161,"Drama, Romance, War",4.7,5258,Pankaj Kapur,Shahid Kapoor,Sonam Kapoor,Anupam Kher,https://www.imdb.com/find?q=Mausam
Mausam Ikrar Ke Do Pal Pyar Ke,2018,130,Drama,2.8,10,Partho Ghosh,Mukesh J Bharti,Madalsa Sharma,Manju Bharti,https://www.imdb.com/find?q=Mausam%20Ikrar%20Ke%20Do%20Pal%20Pyar%20Ke
Maut,1998,120,Horror,4.3,25,Jeetu,Sapna Sappu,Raj Premi,Shabbir,https://www.imdb.com/find?q=Maut
Maut Ke Peeche Maut,2003,95,Horror,4.2,6,Kishan Shah,Hemant Birje,Brij Gopal,K.K. Goswami,https://www.imdb.com/find?q=Maut%20Ke%20Peeche%20Maut
Mawaali,1983,150,"Action, Drama",5.4,76,K. Bapaiah,Jeetendra,Sridevi,Jaya Prada,https://www.imdb.com/find?q=Mawaali
Mawali No.1,2002,115,Action,3.5,8,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja,https://www.imdb.com/find?q=Mawali%20No.1
Maximum,2012,110,"Action, Crime, Drama",4.7,202,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,Neha Dhupia,https://www.imdb.com/find?q=Maximum
Maya,2001,105,Drama,7.0,278,Digvijay Singh,Anant Nag,Mita Vashisht,Nitya Shetty,https://www.imdb.com/find?q=Maya
Maya,1993,130,"Drama, Mystery, Romance",5.4,2081,Ketan Mehta,Deepa Sahi,Farooq Shaikh,Raj Babbar,https://www.imdb.com/find?q=Maya
Maya Bazaar,1958,150,"Adventure, Fantasy",6.5,21,Babubhai Mistry,Mahipal,Anita Guha,Raj Kumar,https://www.imdb.com/find?q=Maya%20Bazaar
Maya Darpan,1972,107,Drama,6.9,69,Kumar Shahani,Aditi,Iqbalnath Kaul,Anil Pandya,https://www.imdb.com/find?q=Maya%20Darpan
Mayurpankh,1954,106,"Adventure, Drama, Musical",5.9,16,Kishore Sahu,Kishore Sahu,Sumitra Devi,Odette Ferguson,https://www.imdb.com/find?q=Mayurpankh
Mazaa Mazaa,2005,99,Romance,2.7,58,T.L.V. Prasad,Farid Amiri,Mridula Baruah,Pankaj Berry,https://www.imdb.com/find?q=Mazaa%20Mazaa
Mazaaq,1975,103,Comedy,6.7,17,Haidar Ali,Vinod Mehra,Moushumi Chatterjee,Aruna Irani,https://www.imdb.com/find?q=Mazaaq
Mazdoor,1934,155,Drama,8.5,6,Mohan Dayaram Bhavnani,Bibbo,S.B. Nayampalli,Paidi Jairaj,https://www.imdb.com/find?q=Mazdoor
Mazdoor,1983,170,"Drama, Romance",6.5,99,Ravi Chopra,Dilip Kumar,Nanda,Raj Babbar,https://www.imdb.com/find?q=Mazdoor
Mazdoor Zindabaad,1976,124,Drama,5.7,14,Naresh Kumar,Randhir Kapoor,Parveen Babi,Manmohan Krishna,https://www.imdb.com/find?q=Mazdoor%20Zindabaad
Me and Mrs. Khanna,2009,109,"Comedy, Drama, Romance",3.6,2925,Prem Soni,Salman Khan,Kareena Kapoor,Sohail Khan,https://www.imdb.com/find?q=Me%20and%20Mrs.%20Khanna
Medal,2018,96,Drama,7.9,7,Ganesh Mehta,Muzahid Khan,Indrisha Basu,Tanushri Basak,https://www.imdb.com/find?q=Medal
Mee Raqsam,2020,80,Drama,6.7,384,Baba Azmi,Juhaina Ahsan,Shivangi Gautam,Danish Husain,https://www.imdb.com/find?q=Mee%20Raqsam
Mee Sindhutai Sapkal,2010,110,"Biography, Drama",6.9,126,Ananth Narayan Mahadevan,Jyoti Chandekar,Ameya Hunaswadkar,Neena Kulkarni,https://www.imdb.com/find?q=Mee%20Sindhutai%20Sapkal
Meenakshi,1942,155,Drama,7.2,12,Modhu Bose,Sadhona Bose,Ahindra Choudhury,Rajlakshmi Devi,https://www.imdb.com/find?q=Meenakshi
Meendum Kokila,1981,139,"Comedy, Drama, Romance",6.2,115,G.N. Rangarajan,Kamal Haasan,Sridevi,Unni Mary,https://www.imdb.com/find?q=Meendum%20Kokila
Meera,1979,155,"Drama, History",6.6,109,Gulzar,Hema Malini,Vinod Khanna,Shammi Kapoor,https://www.imdb.com/find?q=Meera
Meera Ka Mohan,1992,152,Romance,5.5,14,K. Ravi Shankar,Avinash Wadhawan,Ashwini Bhave,Pran,https://www.imdb.com/find?q=Meera%20Ka%20Mohan
Meeruthiya Gangsters,2015,129,"Comedy, Crime",7.2,623,Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna,https://www.imdb.com/find?q=Meeruthiya%20Gangsters
Meet Mere Man Ke,1991,150,"Action, Drama",5.3,13,Mehul Kumar,Feroz Khan,Salma Agha,Prasenjit Chatterjee,https://www.imdb.com/find?q=Meet%20Mere%20Man%20Ke
Megalopolis,2018,79,Mystery,6.6,18,Rohit Mittal,Kuldeep Patil,Naina Sareen,Arjun Radhakrishnan,https://www.imdb.com/find?q=Megalopolis
Meharbaani,1982,140,Drama,6.1,22,Ajit Singh Deol,A. Nairang,Mahendra Sandhu,Sarika,https://www.imdb.com/find?q=Meharbaani
Mehboob Ki Mehndi,1971,151,"Drama, Musical, Romance",6.7,119,Harnam Singh Rawail,Rajesh Khanna,Leena Chandavarkar,Pradeep Kumar,https://www.imdb.com/find?q=Mehboob%20Ki%20Mehndi
Mehbooba,1976,134,"Drama, Romance",6.5,144,Shakti Samanta,Rajesh Khanna,Hema Malini,Prem Chopra,https://www.imdb.com/find?q=Mehbooba
Mehbooba,2008,163,"Drama, Romance",3.5,351,Tabrez Hashmi,Afzal Khan,Sanjay Dutt,Manisha Koirala,https://www.imdb.com/find?q=Mehbooba
Mehndi,1998,153,Drama,3.4,299,Hamid Ali Khan,Faraaz Khan,Rani Mukerji,Ushma Rathod,https://www.imdb.com/find?q=Mehndi
Mehndi Lagi Mere Haath,1962,128,"Comedy, Drama, Romance",5.9,23,Suraj Prakash,Ashok Kumar,Nanda,Shashi Kapoor,https://www.imdb.com/find?q=Mehndi%20Lagi%20Mere%20Haath
Mehrban,1967,162,Drama,7.2,47,A. Bhimsingh,Ashok Kumar,Sulochana Latkar,Sunil Dutt,https://www.imdb.com/find?q=Mehrban
Mehsampur,2018,99,Drama,6.6,41,Kabir Singh Chowdhry,Chamkara,Chamak Chamkila,Lal Chand,https://www.imdb.com/find?q=Mehsampur
Mela,1948,152,"Family, Romance, Drama",7.5,98,S.U. Sunny,Nargis,Dilip Kumar,Jeevan,https://www.imdb.com/find?q=Mela
Mela,1971,126,"Drama, Family",6.8,44,Prakash Mehra,Sanjay Khan,Feroz Khan,Mumtaz,https://www.imdb.com/find?q=Mela
Mela,2000,172,"Action, Adventure, Comedy",3.8,4247,Dharmesh Darshan,Aamir Khan,Twinkle Khanna,Faisal Khan,https://www.imdb.com/find?q=Mela
Melody,1997,148,"Drama, Musical",6.4,123,Sai Paranjape,Shabana Azmi,Aruna Irani,Zakir Hussain,https://www.imdb.com/find?q=Melody
Mem Sahib,1956,113,"Comedy, Drama, Romance",7.2,36,R.C. Talwar,Meena Kumari,Shammi Kapoor,Pratima Devi,https://www.imdb.com/find?q=Mem%20Sahib
